63.19288015,8.61445746,7.697927461,11.46742959,7.208610047,37780
62.40217937,9.610028355,7.73610586,12.54724917,9.069976734,32388
30.76828814,14.83066667,11.99694915,16.72815622,13.73372881,32388
52.61496933,11.7054163,8.577177914,14.13898011,11.26626819,32388
57.1100949,9.051974774,9.222587347,13.14096871,8.541254553,32388
50.69227714,9.647150035,10.56782609,13.44872652,9.187369416,32388
52.81055921,9.493862741,9.669806808,13.47532354,8.474063171,32388
43.92871914,12.07041448,11.75739877,14.51970547,11.88565016,32388
46.66436275,12.38161765,11.39698529,13.78481393,12.76934436,32388
46.44055071,12.09511762,10.49916031,13.48433201,11.45211228,32388
60.82417507,9.466131328,8.710416141,11.20814326,8.899593467,32388
57.05965246,9.963007406,8.940718711,12.05609636,9.087438402,15145
63.0154872,8.111521448,8.391214642,11.37876028,6.961040339,10863
79.30624783,3.894314688,4.236658053,8.368583703,1.899770482,10605
63.49609254,8.668637797,7.930791439,11.66152066,7.706918567,9746
60.0480031,8.788613377,8.35954323,12.54724917,7.466462124,9730
57.64518123,8.630724919,10.27436893,11.77195628,8.209288026,8767
36.01519176,11.68723064,13.54013087,13.43771598,10.87350883,8112
55.474875,9.713916667,8.97997037,12.64558198,8.303677778,7163
65.93047325,6.911118264,8.021120294,10.30751831,5.624168479,7119
60.2262034,8.844951059,8.779609302,11.11719428,7.820248525,6246
66.0079184,7.518377763,7.758716792,10.7127309,6.373404175,6105
58.17768141,8.526088435,9.181306122,11.18004216,7.228994331,5939
58.48399558,8.513323225,8.770728242,11.25725644,6.969672486,5917
54.78522331,9.685173097,10.19258523,11.92764367,9.158653046,5903
67.2478944,8.246081896,6.346854083,11.23187031,6.567090716,5690
44.87053965,11.52079517,11.48836641,13.98498819,10.86487108,5493
52.50946361,10.02772344,10.23762654,12.25036448,9.225833125,5466
40.49255018,13.30308972,11.96430242,15.9714393,13.47623789,5339
62.75247408,8.89903372,8.331359807,11.37824704,8.279523005,5229
55.867302,10.18985057,9.599602572,13.13320456,9.858273264,5169
59.72912297,8.206674802,9.964546685,11.62993849,7.794060023,5102
59.01930056,8.686853786,9.210966057,11.5504649,7.696076521,4746
64.80246642,7.844626285,7.313281919,11.30850789,6.043698586,4519
64.94563756,6.925535111,7.608162084,11.07887023,5.307064755,4478
52.01390434,10.19890278,10.39327039,12.38161244,9.490655595,4460
53.85896089,9.589208052,10.14448184,12.36970039,8.709794339,4340
48.69663071,10.24034849,11.17423664,12.48329146,9.422075036,4334
51.96298949,10.08380242,9.761578947,12.52631993,8.727298527,4302
38.60174074,13.24120165,11.91506173,15.05158307,12.74555556,4293
69.58733882,7.097762051,6.74242843,10.33610765,5.738738651,4070
62.9775,7.93547619,8.51225641,10.87674182,6.825901099,3965
39.11029791,13.93410909,11.860625,14.77613652,14.04108475,3917
55.30006711,9.375294299,9.67360179,12.48307351,8.341191854,3894
55.56240838,8.597897208,9.531334552,11.56738548,7.052929201,3878
52.82902703,11.40583784,8.611531532,13.0238668,10.35581081,3779
58.95378982,11.10223834,8.079726962,12.26155622,10.94720705,3753
55.14313618,8.692135816,10.21903614,11.35973327,7.687192041,3541
73.66953468,5.521247739,6.085095057,9.32092978,3.743545166,3409
-75.64531447,32.58811321,32.51018868,25.49895784,36.04949686,3374
65.41337366,7.756789398,7.376243704,10.94977636,6.211219994,3361
53.09174991,9.43279854,10.13864916,11.83860152,8.288800264,3350
62.65224572,8.761304701,8.427420349,11.24350029,8.031428932,3305
55.04622572,10.32275671,9.01400223,12.73906547,9.268171921,3194
63.27121264,8.168445296,7.572224532,11.30227121,6.521737266,3179
58.09311869,8.140027022,9.120384307,11.14966932,6.563606732,3166
64.14383263,7.83920221,7.714451707,10.8895264,6.211336837,3150
68.07272691,7.379428113,7.207321178,10.93561939,6.026505997,3116
75.08718613,5.055394596,4.883006536,8.712484305,2.646723003,3065
62.38356298,9.330199336,7.467554479,11.53051006,8.120873923,3030
67.58324077,7.240502972,6.710591472,10.40616454,5.253249851,3026
71.00987638,6.753181522,6.610482759,9.78755163,5.315057124,2991
55.55205459,9.721129999,9.820372671,12.30325715,9.033435763,2990
61.74432347,8.913446228,8.410064702,11.38084462,8.021279566,2899
55.85676829,10.56120135,8.753814219,12.27632855,9.705806954,2866
